[2025-02-08T10:34:07.366+0000] {taskinstance.py:1171} INFO - Dependencies all met for <TaskInstance: pipeline_milestone_3.post_to_elasticsearch manual__2025-02-08T10:33:59.611299+00:00 [queued]>
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1171} INFO - Dependencies all met for <TaskInstance: pipeline_milestone_3.post_to_elasticsearch manual__2025-02-08T10:33:59.611299+00:00 [queued]>
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1368} INFO - 
--------------------------------------------------------------------------------
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1369} INFO - Starting attempt 1 of 1
[2025-02-08T10:34:07.371+0000] {taskinstance.py:1370} INFO - 
--------------------------------------------------------------------------------
[2025-02-08T10:34:07.378+0000] {taskinstance.py:1389} INFO - Executing <Task(PythonOperator): post_to_elasticsearch> on 2025-02-08 10:33:59.611299+00:00
[2025-02-08T10:34:07.390+0000] {standard_task_runner.py:52} INFO - Started process 1812 to run task
[2025-02-08T10:34:07.394+0000] {standard_task_runner.py:79} INFO - Running: ['***', 'tasks', 'run', 'pipeline_milestone_3', 'post_to_elasticsearch', 'manual__2025-02-08T10:33:59.611299+00:00', '--job-id', '37', '--raw', '--subdir', 'DAGS_FOLDER/P2M3_RizkySP_DAG.py', '--cfg-path', '/tmp/tmp9_zmweng', '--error-file', '/tmp/tmpn_s5hty3']
[2025-02-08T10:34:07.395+0000] {standard_task_runner.py:80} INFO - Job 37: Subtask post_to_elasticsearch
[2025-02-08T10:34:18.594+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/171 [status:201 request:0.090s]
[2025-02-08T10:34:18.663+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/172 [status:201 request:0.061s]
[2025-02-08T10:34:18.802+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/173 [status:201 request:0.114s]
[2025-02-08T10:34:18.902+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/174 [status:201 request:0.092s]
[2025-02-08T10:34:18.989+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/175 [status:201 request:0.037s]
[2025-02-08T10:34:19.046+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/176 [status:201 request:0.044s]
[2025-02-08T10:34:19.101+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/177 [status:201 request:0.040s]
[2025-02-08T10:34:19.123+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/178 [status:201 request:0.017s]
[2025-02-08T10:34:19.161+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/179 [status:201 request:0.033s]
[2025-02-08T10:34:19.194+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/180 [status:201 request:0.028s]
[2025-02-08T10:34:19.231+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/181 [status:201 request:0.031s]
[2025-02-08T10:34:19.256+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/182 [status:201 request:0.018s]
[2025-02-08T10:34:19.286+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/183 [status:201 request:0.026s]
[2025-02-08T10:34:19.391+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/184 [status:201 request:0.085s]
[2025-02-08T10:34:19.426+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/185 [status:201 request:0.014s]
[2025-02-08T10:34:19.457+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/186 [status:201 request:0.017s]
[2025-02-08T10:34:19.490+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/187 [status:201 request:0.028s]
[2025-02-08T10:34:19.528+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/188 [status:201 request:0.033s]
[2025-02-08T10:34:19.562+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/189 [status:201 request:0.028s]
[2025-02-08T10:34:19.595+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/190 [status:201 request:0.019s]
[2025-02-08T10:34:19.614+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/191 [status:201 request:0.016s]
[2025-02-08T10:34:19.635+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/192 [status:201 request:0.017s]
[2025-02-08T10:34:19.691+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/193 [status:201 request:0.050s]
[2025-02-08T10:34:19.726+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/194 [status:201 request:0.026s]
[2025-02-08T10:34:19.756+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/195 [status:201 request:0.019s]
[2025-02-08T10:34:19.822+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/196 [status:201 request:0.060s]
[2025-02-08T10:34:19.882+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/197 [status:201 request:0.052s]
[2025-02-08T10:34:19.946+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/198 [status:201 request:0.040s]
[2025-02-08T10:34:19.980+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/199 [status:201 request:0.029s]
[2025-02-08T10:34:20.009+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/200 [status:201 request:0.025s]
[2025-02-08T10:34:20.049+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/201 [status:201 request:0.035s]
[2025-02-08T10:34:20.085+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/202 [status:201 request:0.026s]
[2025-02-08T10:34:20.113+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/203 [status:201 request:0.024s]
[2025-02-08T10:34:20.161+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/204 [status:201 request:0.035s]
[2025-02-08T10:34:20.178+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/205 [status:201 request:0.015s]
[2025-02-08T10:34:20.205+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/206 [status:201 request:0.022s]
[2025-02-08T10:34:20.258+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/207 [status:201 request:0.040s]
[2025-02-08T10:34:20.288+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/208 [status:201 request:0.025s]
[2025-02-08T10:34:20.314+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/209 [status:201 request:0.020s]
[2025-02-08T10:34:20.338+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/210 [status:201 request:0.019s]
[2025-02-08T10:34:20.362+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/211 [status:201 request:0.017s]
[2025-02-08T10:34:20.397+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/212 [status:201 request:0.030s]
[2025-02-08T10:34:20.428+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/213 [status:201 request:0.027s]
[2025-02-08T10:34:20.441+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/214 [status:201 request:0.009s]
[2025-02-08T10:34:20.469+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/215 [status:201 request:0.025s]
[2025-02-08T10:34:20.499+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/216 [status:201 request:0.024s]
[2025-02-08T10:34:20.527+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/217 [status:201 request:0.023s]
[2025-02-08T10:34:20.542+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/218 [status:201 request:0.011s]
[2025-02-08T10:34:20.557+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/219 [status:201 request:0.011s]
[2025-02-08T10:34:20.579+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/220 [status:201 request:0.019s]
[2025-02-08T10:34:20.598+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/221 [status:201 request:0.016s]
[2025-02-08T10:34:20.612+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/222 [status:201 request:0.010s]
[2025-02-08T10:34:20.631+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/223 [status:201 request:0.015s]
[2025-02-08T10:34:20.651+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/224 [status:201 request:0.017s]
[2025-02-08T10:34:20.698+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/225 [status:201 request:0.039s]
[2025-02-08T10:34:20.723+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/226 [status:201 request:0.021s]
[2025-02-08T10:34:20.742+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/227 [status:201 request:0.015s]
[2025-02-08T10:34:20.761+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/228 [status:201 request:0.014s]
[2025-02-08T10:34:20.774+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/229 [status:201 request:0.010s]
[2025-02-08T10:34:20.786+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/230 [status:201 request:0.010s]
[2025-02-08T10:34:20.821+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/231 [status:201 request:0.030s]
[2025-02-08T10:34:20.858+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/232 [status:201 request:0.032s]
[2025-02-08T10:34:20.891+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/233 [status:201 request:0.030s]
[2025-02-08T10:34:20.911+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/234 [status:201 request:0.008s]
[2025-02-08T10:34:20.928+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/235 [status:201 request:0.015s]
[2025-02-08T10:34:20.986+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/236 [status:201 request:0.051s]
[2025-02-08T10:34:21.000+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/237 [status:201 request:0.012s]
[2025-02-08T10:34:21.019+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/238 [status:201 request:0.015s]
[2025-02-08T10:34:21.059+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/239 [status:201 request:0.037s]
[2025-02-08T10:34:21.131+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/240 [status:201 request:0.067s]
[2025-02-08T10:34:21.149+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/241 [status:201 request:0.014s]
[2025-02-08T10:34:21.173+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/242 [status:201 request:0.021s]
[2025-02-08T10:34:21.192+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/243 [status:201 request:0.011s]
[2025-02-08T10:34:21.239+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/244 [status:201 request:0.045s]
[2025-02-08T10:34:21.264+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/245 [status:201 request:0.019s]
[2025-02-08T10:34:21.338+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/246 [status:201 request:0.066s]
[2025-02-08T10:34:21.369+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/247 [status:201 request:0.027s]
[2025-02-08T10:34:21.385+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/248 [status:201 request:0.010s]
[2025-02-08T10:34:21.431+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/249 [status:201 request:0.043s]
[2025-02-08T10:34:21.454+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/250 [status:201 request:0.020s]
[2025-02-08T10:34:21.501+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/251 [status:201 request:0.043s]
[2025-02-08T10:34:21.526+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/252 [status:201 request:0.020s]
[2025-02-08T10:34:21.548+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/253 [status:201 request:0.015s]
[2025-02-08T10:34:21.586+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/254 [status:201 request:0.035s]
[2025-02-08T10:34:21.600+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/255 [status:201 request:0.010s]
[2025-02-08T10:34:21.702+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/256 [status:201 request:0.095s]
[2025-02-08T10:34:21.722+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/257 [status:201 request:0.015s]
[2025-02-08T10:34:21.775+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/258 [status:201 request:0.049s]
[2025-02-08T10:34:21.833+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/259 [status:201 request:0.049s]
[2025-02-08T10:34:21.868+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/260 [status:201 request:0.031s]
[2025-02-08T10:34:21.890+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/261 [status:201 request:0.015s]
[2025-02-08T10:34:21.905+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/262 [status:201 request:0.012s]
[2025-02-08T10:34:21.927+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/263 [status:201 request:0.019s]
[2025-02-08T10:34:21.949+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/264 [status:201 request:0.017s]
[2025-02-08T10:34:21.965+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/265 [status:201 request:0.011s]
[2025-02-08T10:34:21.978+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/266 [status:201 request:0.010s]
[2025-02-08T10:34:21.994+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/267 [status:201 request:0.012s]
[2025-02-08T10:34:22.016+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/268 [status:201 request:0.019s]
[2025-02-08T10:34:22.036+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/269 [status:201 request:0.016s]
[2025-02-08T10:34:22.052+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/270 [status:201 request:0.012s]
[2025-02-08T10:34:22.070+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/271 [status:201 request:0.015s]
[2025-02-08T10:34:22.128+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/272 [status:201 request:0.051s]
[2025-02-08T10:34:22.202+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/273 [status:201 request:0.057s]
[2025-02-08T10:34:22.489+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/274 [status:201 request:0.194s]
[2025-02-08T10:34:22.542+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/275 [status:201 request:0.044s]
[2025-02-08T10:34:22.597+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/276 [status:201 request:0.040s]
[2025-02-08T10:34:22.623+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/277 [status:201 request:0.016s]
[2025-02-08T10:34:22.817+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/278 [status:201 request:0.188s]
[2025-02-08T10:34:22.839+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/279 [status:201 request:0.015s]
[2025-02-08T10:34:22.889+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/280 [status:201 request:0.035s]
[2025-02-08T10:34:23.017+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/281 [status:201 request:0.109s]
[2025-02-08T10:34:23.069+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/282 [status:201 request:0.039s]
[2025-02-08T10:34:23.112+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/283 [status:201 request:0.031s]
[2025-02-08T10:34:23.129+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/284 [status:201 request:0.013s]
[2025-02-08T10:34:23.309+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/285 [status:201 request:0.177s]
[2025-02-08T10:34:23.436+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/286 [status:201 request:0.097s]
[2025-02-08T10:34:23.537+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/287 [status:201 request:0.099s]
[2025-02-08T10:34:23.810+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/288 [status:201 request:0.268s]
[2025-02-08T10:34:24.376+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/289 [status:201 request:0.294s]
[2025-02-08T10:34:24.472+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/290 [status:201 request:0.080s]
[2025-02-08T10:34:24.637+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/291 [status:201 request:0.067s]
[2025-02-08T10:34:24.739+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/292 [status:201 request:0.069s]
[2025-02-08T10:34:25.174+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/293 [status:201 request:0.413s]
[2025-02-08T10:34:25.422+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/294 [status:201 request:0.222s]
[2025-02-08T10:34:25.870+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/295 [status:201 request:0.181s]
[2025-02-08T10:34:26.282+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/296 [status:201 request:0.218s]
[2025-02-08T10:34:26.684+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/297 [status:201 request:0.357s]
[2025-02-08T10:34:26.944+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/298 [status:201 request:0.163s]
[2025-02-08T10:34:27.198+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/299 [status:201 request:0.202s]
[2025-02-08T10:34:27.303+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/300 [status:201 request:0.073s]
[2025-02-08T10:34:27.406+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/301 [status:201 request:0.061s]
[2025-02-08T10:34:27.573+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/302 [status:201 request:0.143s]
[2025-02-08T10:34:27.675+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/303 [status:201 request:0.080s]
[2025-02-08T10:34:27.771+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/304 [status:201 request:0.062s]
[2025-02-08T10:34:28.067+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/305 [status:201 request:0.161s]
[2025-02-08T10:34:29.144+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/306 [status:201 request:1.013s]
[2025-02-08T10:34:29.329+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/307 [status:201 request:0.124s]
[2025-02-08T10:34:29.657+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/308 [status:201 request:0.300s]
[2025-02-08T10:34:29.851+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/309 [status:201 request:0.152s]
[2025-02-08T10:34:30.318+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/310 [status:201 request:0.370s]
[2025-02-08T10:34:30.620+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/311 [status:201 request:0.213s]
[2025-02-08T10:34:30.716+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/312 [status:201 request:0.071s]
[2025-02-08T10:34:30.805+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/313 [status:201 request:0.071s]
[2025-02-08T10:34:30.879+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/314 [status:201 request:0.058s]
[2025-02-08T10:34:31.031+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/315 [status:201 request:0.134s]
[2025-02-08T10:34:31.141+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/316 [status:201 request:0.091s]
[2025-02-08T10:34:31.318+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/317 [status:201 request:0.163s]
[2025-02-08T10:34:31.445+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/318 [status:201 request:0.113s]
[2025-02-08T10:34:31.689+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/319 [status:201 request:0.210s]
[2025-02-08T10:34:32.407+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/320 [status:201 request:0.602s]
[2025-02-08T10:34:32.978+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/321 [status:201 request:0.497s]
[2025-02-08T10:34:33.586+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/322 [status:201 request:0.288s]
[2025-02-08T10:34:33.978+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/323 [status:201 request:0.333s]
[2025-02-08T10:34:34.158+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/324 [status:201 request:0.150s]
[2025-02-08T10:34:34.348+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/325 [status:201 request:0.093s]
[2025-02-08T10:34:34.570+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/326 [status:201 request:0.191s]
[2025-02-08T10:34:34.644+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/327 [status:201 request:0.041s]
[2025-02-08T10:34:34.756+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/328 [status:201 request:0.082s]
[2025-02-08T10:34:35.151+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/329 [status:201 request:0.197s]
[2025-02-08T10:34:35.507+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/330 [status:201 request:0.321s]
[2025-02-08T10:34:35.905+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/331 [status:201 request:0.323s]
[2025-02-08T10:34:36.705+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/332 [status:201 request:0.727s]
[2025-02-08T10:34:37.326+0000] {base.py:271} INFO - PUT http://elasticsearch:9200/retail_inventory/_doc/333 [status:201 request:0.434s]
[2025-02-08T10:34:37.453+0000] {base.py:299} WARNING - PUT http://elasticsearch:9200/retail_inventory/_doc/334 [status:N/A request:0.075s]
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 710, in urlopen
    chunked=chunked,
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 449, in _make_request
    six.raise_from(e, None)
  File "<string>", line 3, in raise_from
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 444, in _make_request
    httplib_response = conn.getresponse()
  File "/usr/local/lib/python3.7/http/client.py", line 1373, in getresponse
    response.begin()
  File "/usr/local/lib/python3.7/http/client.py", line 319, in begin
    version, status, reason = self._read_status()
  File "/usr/local/lib/python3.7/http/client.py", line 280, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), "iso-8859-1")
  File "/usr/local/lib/python3.7/socket.py", line 589, in readinto
    return self._sock.recv_into(b)
ConnectionResetError: [Errno 104] Connection reset by peer

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 252, in perform_request
    method, url, body, retries=Retry(False), headers=request_headers, **kw
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 788, in urlopen
    method, url, error=e, _pool=self, _stacktrace=sys.exc_info()[2]
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/util/retry.py", line 525, in increment
    raise six.reraise(type(error), error, _stacktrace)
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/packages/six.py", line 769, in reraise
    raise value.with_traceback(tb)
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 710, in urlopen
    chunked=chunked,
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 449, in _make_request
    six.raise_from(e, None)
  File "<string>", line 3, in raise_from
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connectionpool.py", line 444, in _make_request
    httplib_response = conn.getresponse()
  File "/usr/local/lib/python3.7/http/client.py", line 1373, in getresponse
    response.begin()
  File "/usr/local/lib/python3.7/http/client.py", line 319, in begin
    version, status, reason = self._read_status()
  File "/usr/local/lib/python3.7/http/client.py", line 280, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), "iso-8859-1")
  File "/usr/local/lib/python3.7/socket.py", line 589, in readinto
    return self._sock.recv_into(b)
urllib3.exceptions.ProtocolError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
[2025-02-08T10:34:37.554+0000] {base.py:299} WARNING - PUT http://elasticsearch:9200/retail_inventory/_doc/334 [status:N/A request:0.007s]
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/connection.py", line 175, in _new_conn
    (self._dns_host, self.port), self.timeout, **extra_kw
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/util/connection.py", line 95, in create_connection
    raise err
  File "/home/airflow/.local/lib/python3.7/site-packages/urllib3/util/connection.py", line 85, in create_connection
    sock.connect(sa)
ConnectionRefusedError: [Errno 111] Connection refused

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.7/site-packages/elasticsearch/connection/http_urllib3.py", line 252, in perform_request
